,Open,High,Low,Close,Adj Close,Volume,Call Price,Put Price,%K,%D,SMA 183,SMA 365,SMA 1095
2011-03-18,1963.1700439453125,1988.0400390625,1960.489990234375,1981.1300048828125,1981.1300048828125,291300.0,1981.1300048828125,37.83995554225927,,,,,
2011-03-19,1963.1700439453125,1988.0400390625,1960.489990234375,1981.1300048828125,1981.1300048828125,291300.0,1981.1300048828125,37.83995554225927,,,,,
2011-03-20,1963.1700439453125,1988.0400390625,1960.489990234375,1981.1300048828125,1981.1300048828125,291300.0,1981.1300048828125,37.83995554225927,,,,,
2011-03-21,1985.469970703125,2005.3199462890625,1985.1500244140625,2003.4200439453125,2003.4200439453125,292300.0,2003.4200439453125,38.265699478841626,,,,,
2011-03-22,2012.47998046875,2016.27001953125,2004.3599853515625,2013.6600341796875,2013.6600341796875,304100.0,2013.6600341796875,38.461285217418556,,,,,
2011-03-23,2019.1800537109375,2022.1400146484375,2005.5899658203125,2012.1800537109375,2012.1800537109375,312600.0,2012.1800537109375,38.43301731223168,,,,,
2011-03-24,2022.260009765625,2036.9300537109375,2022.0799560546875,2036.780029296875,2036.780029296875,295500.0,2036.780029296875,38.90288147067573,,,,,
2011-03-25,2058.35009765625,2060.2900390625,2041.719970703125,2054.0400390625,2054.0400390625,311200.0,2054.0400390625,39.23255090205101,,,,,
2011-03-26,2058.35009765625,2060.2900390625,2041.719970703125,2054.0400390625,2054.0400390625,311200.0,2054.0400390625,39.23255090205101,,,,,
2011-03-27,2058.35009765625,2060.2900390625,2041.719970703125,2054.0400390625,2054.0400390625,311200.0,2054.0400390625,39.23255090205101,,,,,
2011-03-28,2054.280029296875,2059.919921875,2043.989990234375,2056.389892578125,2056.389892578125,285400.0,2056.389892578125,39.277433545967824,,,,,
2011-03-29,2052.8701171875,2072.1298828125,2050.090087890625,2072.1298828125,2072.1298828125,250500.0,2072.1298828125,39.5780703185352,,,,,
2011-03-30,2075.909912109375,2100.199951171875,2074.260009765625,2091.3798828125,2091.3798828125,316900.0,2091.3798828125,39.94574893750173,,,,,
2011-03-31,2098.090087890625,2106.739990234375,2089.1201171875,2106.699951171875,2106.699951171875,317900.0,2106.699951171875,40.23836512331202,99.97262286324786,,,,
2011-04-01,2107.669921875,2121.02001953125,2101.830078125,2121.010009765625,2121.010009765625,337900.0,2121.010009765625,40.51168993271879,99.99376455254581,,,,
2011-04-02,2107.669921875,2121.02001953125,2101.830078125,2121.010009765625,2121.010009765625,337900.0,2121.010009765625,40.51168993271879,99.99376455254581,99.98671732277982,,,
2011-04-03,2107.669921875,2121.02001953125,2101.830078125,2121.010009765625,2121.010009765625,337900.0,2121.010009765625,40.51168993271879,99.99263283581017,99.99338731363393,,,
2011-04-04,2124.3701171875,2125.530029296875,2103.820068359375,2115.8701171875,2115.8701171875,301800.0,2115.8701171875,40.41351701818573,92.02780506233472,97.33806748356356,,,
2011-04-05,2118.080078125,2130.429931640625,2107.780029296875,2130.429931640625,2130.429931640625,327700.0,2130.429931640625,40.691612211460225,100.0,97.3401459660483,,,
2011-04-06,2129.1298828125,2136.2900390625,2119.659912109375,2126.7099609375,2126.7099609375,423000.0,2126.7099609375,40.62056007168252,91.61188060397025,94.54656188876832,,,
2011-04-07,2133.31005859375,2135.72998046875,2111.5400390625,2122.139892578125,2122.139892578125,382800.0,2122.139892578125,40.533270906853545,85.0373942518439,92.21642495193805,,,
2011-04-08,2119.010009765625,2135.97998046875,2118.719970703125,2127.969970703125,2127.969970703125,392800.0,2127.969970703125,40.6446264950856,91.20221809742384,89.28383098441266,,,
2011-04-09,2119.010009765625,2135.97998046875,2118.719970703125,2127.969970703125,2127.969970703125,392800.0,2127.969970703125,40.6446264950856,91.20221809742384,89.14727681556387,,,
2011-04-10,2119.010009765625,2135.97998046875,2118.719970703125,2127.969970703125,2127.969970703125,392800.0,2127.969970703125,40.6446264950856,90.98584619942285,91.1300941314235,,,
2011-04-11,2127.199951171875,2135.330078125,2115.889892578125,2122.389892578125,2122.389892578125,316100.0,2122.389892578125,40.538045953853114,83.87453090703109,88.68753173462592,,,
2011-04-12,2117.2099609375,2117.2099609375,2088.669921875,2089.39990234375,2089.39990234375,311100.0,2089.39990234375,39.90793093831572,24.407360031486768,66.42257904598023,,,
2011-04-13,2091.679931640625,2121.929931640625,2081.97998046875,2121.919921875,2121.919921875,348100.0,2121.919921875,40.52906942506975,73.54059715716508,60.60749603189431,,,
2011-04-14,2116.489990234375,2141.070068359375,2109.6298828125,2141.06005859375,2141.06005859375,371700.0,2141.06005859375,40.894649634710305,99.98306016121768,65.97700578328984,,,
2011-04-15,2136.27001953125,2142.7099609375,2126.590087890625,2140.5,2140.5,356700.0,2140.5,40.88395241027964,96.36100502512562,89.96155411450279,,,
2011-04-16,2136.27001953125,2142.7099609375,2126.590087890625,2140.5,2140.5,356700.0,2140.5,40.88395241027964,96.36100502512562,97.56835673715631,,,
2011-04-17,2136.27001953125,2142.7099609375,2126.590087890625,2140.5,2140.5,356700.0,2140.5,40.88395241027964,96.36100502512562,96.36100502512562,,,
2011-04-18,2146.830078125,2149.449951171875,2128.02001953125,2137.719970703125,2137.719970703125,358300.0,2137.719970703125,40.83085332806865,82.61451673017149,91.7788422601409,,,
2011-04-19,2117.93994140625,2136.949951171875,2111.60009765625,2122.679931640625,2122.679931640625,375000.0,2122.679931640625,40.543585754473696,60.32306038927908,79.76619404819206,,,
2011-04-20,2146.3798828125,2169.93994140625,2138.800048828125,2169.909912109375,2169.909912109375,374300.0,2169.909912109375,41.44568726058106,99.96586026579031,80.96781246174696,,,
2011-04-21,2190.639892578125,2211.360107421875,2183.52001953125,2198.5400390625,2198.5400390625,416000.0,2198.5400390625,41.99252806779986,90.09116109151773,83.46002724886237,,,
