,Open,High,Low,Close,Adj Close,Volume,Call Price,Put Price,%K,%D,SMA 183,SMA 365,SMA 1095
2011-03-18,78.9000015258789,79.16000366210938,78.61000061035156,79.0999984741211,47.269981384277344,19600.0,47.26945773989969,0.8507187463107116,,,,,
2011-03-19,78.9000015258789,79.16000366210938,78.61000061035156,79.0999984741211,47.269981384277344,19600.0,47.26945773989969,0.8507187463107116,,,,,
2011-03-20,78.9000015258789,79.16000366210938,78.61000061035156,79.0999984741211,47.269981384277344,19600.0,47.26945773989969,0.8507187463107116,,,,,
2011-03-21,78.47000122070312,79.04000091552734,78.47000122070312,78.87999725341797,47.138526916503906,13000.0,47.13800472834415,0.8483529577754457,,,,,
2011-03-22,78.66000366210938,79.0,78.6500015258789,79.0,47.21023178100586,24000.0,47.209708798518534,0.8496434315739773,,,,,
2011-03-23,79.31999969482422,79.43000030517578,78.80000305175781,78.83000183105469,47.1086540222168,30200.0,47.10813216498108,0.8478153347336677,,,,,
2011-03-24,78.73999786376953,78.80000305175781,78.48999786376953,78.58999633789062,46.965240478515625,25300.0,46.964720209977294,0.8452343184834261,,,,,
2011-03-25,78.69000244140625,78.86000061035156,78.27999877929688,78.4000015258789,46.85166931152344,23600.0,46.85115030109652,0.8431903760495336,,,,,
2011-03-26,78.69000244140625,78.86000061035156,78.27999877929688,78.4000015258789,46.85166931152344,23600.0,46.85115030109652,0.8431903760495336,,,,,
2011-03-27,78.69000244140625,78.86000061035156,78.27999877929688,78.4000015258789,46.85166931152344,23600.0,46.85115030109652,0.8431903760495336,,,,,
2011-03-28,78.22000122070312,78.61000061035156,78.22000122070312,78.41000366210938,46.85768127441406,25100.0,46.857162197388206,0.8432985734590396,,,,,
2011-03-29,78.25,78.5199966430664,78.0,78.08000183105469,46.660438537597656,63300.0,46.65992164557478,0.8397487922052828,,,,,
2011-03-30,78.01000213623047,78.61000061035156,77.94999694824219,78.58999633789062,46.965240478515625,28900.0,46.964720209977294,0.8452343184834261,,,,,
2011-03-31,78.58000183105469,78.63999938964844,78.11000061035156,78.22000122070312,46.744136810302734,35500.0,46.74361899109248,0.8412551115973973,18.24349054318073,,,,
2011-04-01,77.87999725341797,78.36000061035156,77.66000366210938,78.36000061035156,47.0303955078125,12100.0,47.02987451750395,0.846406914774266,39.547925188687785,,,,
2011-04-02,77.87999725341797,78.36000061035156,77.66000366210938,78.36000061035156,47.0303955078125,12100.0,47.02987451750395,0.846406914774266,39.547925188687785,32.44644697351877,,,
