Open,High,Low,Close,Adj Close,Volume,Call Option Price,Put Option Price
2.6700000762939453,2.6700000762939453,2.6700000762939453,2.6700000762939453,2.6700000762939453,0,0.3563506242375294,0.09914405213403876
2.6700000762939453,2.700000047683716,2.640000104904175,2.6600000858306885,2.6600000858306885,8878200,0.3550159790157599,0.09877272646081792
2.6500000953674316,2.6600000858306885,2.549999952316284,2.630000114440918,2.630000114440918,13912500,0.3510120433504498,0.09765874944115616
2.630000114440918,2.6500000953674316,2.5399999618530273,2.5799999237060547,2.5799999237060547,12377600,0.3443387854211488,0.09580211222195034
2.5899999141693115,2.6500000953674316,2.559999942779541,2.609999895095825,2.609999895095825,11136600,0.34834272108645803,0.09691608924161255
2.630000114440918,2.640000104904175,2.5799999237060547,2.630000114440918,2.630000114440918,8907600,0.3510120433504498,0.09765874944115616
2.619999885559082,2.640000104904175,2.549999952316284,2.630000114440918,2.630000114440918,9979600,0.3510120433504498,0.09765874944115616
2.640000104904175,2.680000066757202,2.5999999046325684,2.6600000858306885,2.6600000858306885,17907400,0.3550159790157599,0.09877272646081792
2.5999999046325684,2.6600000858306885,2.5799999237060547,2.630000114440918,2.630000114440918,9989900,0.3510120433504498,0.09765874944115616
2.619999885559082,2.6500000953674316,2.490000009536743,2.5199999809265137,2.5199999809265137,17744000,0.3363309140905293,0.0935741581826266
2.5199999809265137,2.5299999713897705,2.390000104904175,2.390000104904175,2.390000104904175,30192400,0.3189805262075207,0.08874692443075827
2.390000104904175,2.430000066757202,2.190000057220459,2.240000009536743,2.240000009536743,56713300,0.29896081606052083,0.0831770304793461
2.180000066757202,2.450000047683716,2.140000104904175,2.450000047683716,2.450000047683716,46530800,0.32698839753814024,0.09097487847008201
2.4200000762939453,2.5,2.369999885559082,2.4700000286102295,2.4700000286102295,36169600,0.32965768798167994,0.09171752981652337
2.4800000190734863,2.5,2.430000066757202,2.450000047683716,2.450000047683716,11107200,0.32698839753814024,0.09097487847008201
2.440000057220459,2.640000104904175,2.440000057220459,2.609999895095825,2.609999895095825,36571300,0.34834272108645803,0.09691608924161255
2.5799999237060547,2.8399999141693115,2.559999942779541,2.700000047683716,2.700000047683716,51805800,0.36035455990283927,0.10025802915370063
2.7100000381469727,2.75,2.5999999046325684,2.630000114440918,2.630000114440918,24786200,0.3510120433504498,0.09765874944115616
2.630000114440918,2.690000057220459,2.509999990463257,2.609999895095825,2.609999895095825,17790200,0.34834272108645803,0.09691608924161255
2.559999942779541,2.5999999046325684,2.509999990463257,2.569999933242798,2.569999933242798,12908200,0.34300414019937864,0.09543078654872994
2.690000057220459,2.75,2.6500000953674316,2.6700000762939453,2.6700000762939453,25688700,0.3563506242375294,0.09914405213403876
2.700000047683716,2.799999952316284,2.680000066757202,2.759999990463257,2.759999990463257,22592300,0.3683624312334586,0.10248598319302438
2.7799999713897705,2.9200000762939453,2.759999990463257,2.8499999046325684,2.8499999046325684,34829300,0.3803742382293871,0.10582791425201032
2.880000114440918,3.369999885559082,2.869999885559082,3.309999942779541,3.309999942779541,73355600,0.44176798207170576,0.12290891292636452
3.200000047683716,3.2100000381469727,3.0,3.0299999713897705,3.0299999713897705,38300000,0.4043978840416973,0.11251178522308425
3.0299999713897705,3.069999933242798,2.930000066757202,3.0399999618530273,3.0399999618530273,24133800,0.40573252926346703,0.11288311089630487
3.069999933242798,3.0999999046325684,3.009999990463257,3.0399999618530273,3.0399999618530273,13995100,0.40573252926346703,0.11288311089630487
3.0299999713897705,3.0999999046325684,3.0,3.069999933242798,3.069999933242798,11741100,0.40973646492877625,0.11399708791596697
3.0799999237060547,3.1500000953674316,3.049999952316284,3.119999885559082,3.119999885559082,12975000,0.41640969103762604,0.1158537162820702
3.130000114440918,3.180000066757202,3.109999895095825,3.1500000953674316,3.1500000953674316,9627600,0.4204136585233875,0.11696770215483454
3.1600000858306885,3.1700000762939453,3.0799999237060547,3.109999895095825,3.109999895095825,8678100,0.41507504581585586,0.11548239060884957
3.109999895095825,3.140000104904175,3.059999942779541,3.0799999237060547,3.0799999237060547,7286100,0.4110711101505464,0.11436841358918748
3.059999942779541,3.0799999237060547,3.009999990463257,3.059999942779541,3.059999942779541,6573600,0.40840181970700695,0.11362576224274623
3.0299999713897705,3.130000114440918,3.0199999809265137,3.059999942779541,3.059999942779541,10666700,0.40840181970700695,0.11362576224274623
3.049999952316284,3.0999999046325684,3.0299999713897705,3.059999942779541,3.059999942779541,6323500,0.40840181970700695,0.11362576224274623
3.059999942779541,3.119999885559082,3.0199999809265137,3.109999895095825,3.109999895095825,10916300,0.41507504581585586,0.11548239060884957
3.0799999237060547,3.140000104904175,3.059999942779541,3.0999999046325684,3.0999999046325684,6151300,0.4137404005940861,0.11511106493562884
3.0999999046325684,3.130000114440918,3.059999942779541,3.0799999237060547,3.0799999237060547,8680900,0.4110711101505464,0.11436841358918748
3.069999933242798,3.119999885559082,3.069999933242798,3.109999895095825,3.109999895095825,7150200,0.41507504581585586,0.11548239060884957
3.130000114440918,3.2300000190734863,3.109999895095825,3.2100000381469727,3.2100000381469727,15638100,0.42842152985400683,0.11919565619415828
3.200000047683716,3.2300000190734863,3.130000114440918,3.140000104904175,3.140000104904175,8644000,0.41907901330161756,0.11659637648161392
3.140000104904175,3.140000104904175,3.009999990463257,3.049999952316284,3.049999952316284,12122100,0.407067174485237,0.1132544365695255
3.0999999046325684,3.0999999046325684,2.9800000190734863,2.9800000190734863,2.9800000190734863,11472300,0.3977246579328477,0.11065515685698102
