Open,High,Low,Close,Adj Close,Call Option Price,Put Option Price
4.627500057220459,4.65500020980835,4.527500152587891,4.622499942779541,4.241590023040772,0.6478969192125441,0.35602776380271917
4.605000019073486,4.739999771118164,4.605000019073486,4.690000057220459,4.303527355194092,0.6573577597153726,0.36122661841683024
4.6875,4.730000019073486,4.642499923706055,4.71999979019165,4.331052303314209,0.6615621568852164,0.3635369892152238
4.695000171661377,4.715000152587891,4.59250020980835,4.627500057220459,4.246176242828369,0.6485974578443012,0.3564127188706103
4.590000152587891,4.670000076293945,4.5625,4.637499809265137,4.255352973937988,0.6499991906336717,0.3571829892263565
4.662499904632568,4.682499885559082,4.507500171661377,4.572500228881836,4.195708274841309,0.640888546610515,0.35217657212175046
4.505000114440918,4.522500038146973,4.322500228881836,4.417500019073486,4.053481101989746,0.6191635456985276,0.34023840223091706
4.447500228881836,4.492499828338623,4.275000095367432,4.477499961853027,4.1085381507873535,0.627573432581308,0.34485974419431065
4.422500133514404,4.454999923706055,4.332499980926514,4.40749979019165,4.044306755065918,0.6177621770901882,0.33946833199737303
4.375,4.412499904632568,4.21999979019165,4.277500152587891,3.9250195026397705,0.5995412168068028,0.32945567789814323
4.244999885559082,4.385000228881836,4.232500076293945,4.357500076293945,3.998426675796509,0.610754059414881,0.33561728040194594
4.302499771118164,4.357500076293945,4.244999885559082,4.340000152587891,3.982368469238281,0.6083011909149458,0.3342693973343813
4.337500095367432,4.414999961853027,4.222499847412109,4.262499809265137,3.911254405975342,0.5974386176227466,0.3283002723645243
4.212500095367432,4.289999961853027,4.090000152587891,4.114999771118164,3.775908946990967,0.5767647888394263,0.31693973519772967
4.182499885559082,4.264999866485596,4.152500152587891,4.184999942779541,3.840141296386719,0.5865761900029589,0.3223312274435479
4.164999961853027,4.192500114440918,4.050000190734863,4.052499771118164,3.718559265136719,0.5680047054769732,0.31212595572483104
4.050000190734863,4.177499771118164,4.005000114440918,4.162499904632568,3.8194949626922607,0.5834224915264419,0.32059822921033043
4.195000171661377,4.210000038146973,3.964999914169312,4.022500038146973,3.691030979156494,0.5637997984536853,0.30981530475535446
4.067500114440918,4.112500190734863,3.787499904632568,3.847500085830689,3.5304524898529053,0.5392716597258849,0.29633677426301097
3.862499952316284,4.150000095367432,3.829999923706055,4.142499923706055,3.801142930984497,0.580619244456319,0.3190578085721596
4.127500057220459,4.237500190734863,4.114999771118164,4.184999942779541,3.840141296386719,0.5865761900029589,0.3223312274435479
4.147500038146973,4.237500190734863,4.127500057220459,4.21999979019165,3.8722567558288574,0.5914817813304156,0.3250269135297965
4.182499885559082,4.182499885559082,3.930000066757202,3.974999904632568,3.6474452018737793,0.5571421321847729,0.3061568307549738
3.9700000286102295,4.065000057220459,3.900000095367432,4.054999828338623,3.720853090286255,0.5683550840471607,0.31231849329543726
4.042500019073486,4.144999980926514,3.9674999713897705,4.047500133514404,3.7139716148376474,0.5673039483365971,0.3117408805836186
4.112500190734863,4.132500171661377,3.974999904632568,4.014999866485596,3.684148788452149,0.5627485534888126,0.30923763200687526
4.039999961853027,4.130000114440918,4.012499809265137,4.09250020980835,3.7552642822265625,0.573611345289631,0.31520687705005357
4.15749979019165,4.324999809265137,4.127500057220459,4.28000020980835,3.9273123741149902,0.599891449704578,0.3296481354198686
4.25,4.425000190734863,4.202499866485596,4.337500095367432,3.980074405670166,0.6079507759266549,0.334076839751555
4.394999980926514,4.434999942779541,4.34250020980835,4.417500019073486,4.053481101989746,0.6191635456985276,0.34023840223091706
4.472499847412109,4.474999904632568,4.332499980926514,4.460000038146973,4.092479228973389,0.6251204548270639,0.3435118010900853
4.215000152587891,4.237500190734863,4.052499771118164,4.167500019073486,3.8240835666656494,0.5841233943392301,0.32098338440042373
4.150000095367432,4.195000171661377,4.125,4.144999980926514,3.8034374713897705,0.5809697322808165,0.31925040617942635
4.162499904632568,4.224999904632568,4.125,4.152500152587891,3.810319423675537,0.5820209408275869,0.31982805891568544
4.164999961853027,4.182499885559082,4.010000228881836,4.052499771118164,3.718559265136719,0.5680047054769732,0.31212595572483104
4.087500095367432,4.177499771118164,4.074999809265137,4.137499809265137,3.79655385017395,0.5799182688073243,0.31867261335762587
4.042500019073486,4.110000133514404,3.940000057220459,4.099999904632568,3.762145519256592,0.5746624445820916,0.31578446974965213
4.079999923706055,4.110000133514404,4.025000095367432,4.050000190734863,3.7162656784057617,0.5676543633248883,0.3119334381664449
4.052499771118164,4.232500076293945,4.019999980926514,4.212500095367432,3.865374803543091,0.5904305727836456,0.3244492607935372
4.25,4.302499771118164,4.179999828338623,4.210000038146973,3.863080739974976,0.5900801577953549,0.3242567032107111
4.235000133514404,4.257500171661377,4.122499942779541,4.15749979019165,3.814905405044556,0.5827214430412411,0.3202129939713563
4.175000190734863,4.207499980926514,4.112500190734863,4.164999961853027,3.821789503097534,0.5837729793509394,0.3207908268175972
4.135000228881836,4.322500228881836,4.135000228881836,4.292500019073486,3.938784122467041,0.6016437431546526,0.33061104340732195
4.295000076293945,4.307499885559082,4.212500095367432,4.230000019073486,3.8814332485198975,0.5928834777016836,0.32579716387332236
4.272500038146973,4.429999828338623,4.269999980926514,4.387499809265137,4.025953769683838,0.6149587843476523,0.33792783131032156
4.375,4.445000171661377,4.372499942779541,4.397500038146973,4.035130977630615,0.6163605899732296,0.33869814169050794
4.362500190734863,4.377500057220459,4.28000020980835,4.297500133514404,3.943370342254639,0.6023442817864095,0.3309959984752131
4.34499979019165,4.357500076293945,4.289999961853027,4.3125,3.9571354389190674,0.6044468809704657,0.33215140400883203
