,Open,High,Low,Close,Adj Close,Volume,Call Price,Put Price,SMA 126,SMA 252,SMA 756,Trend
2015-02-04,227.51100158691406,230.05799865722656,221.11300659179688,226.85299682617188,226.85299682617188,26594300.0,226.85299682617188,3.5468656576387,,,,Down
2015-02-05,227.6649932861328,239.40499877929688,214.72500610351562,217.11099243164062,217.11099243164062,22516400.0,217.11099243164062,3.394548600747425,,,,Down
2015-02-06,216.92300415039062,230.50999450683594,216.23199462890625,222.26600646972656,222.26600646972656,24435300.0,222.26600646972656,3.4751476781770383,,,,Down
2015-02-07,222.63299560546875,230.2989959716797,222.60699462890625,227.75399780273438,227.75399780273438,21604200.0,227.75399780273438,3.560952883577871,,,,Down
2015-02-08,227.6929931640625,229.43800354003906,221.07699584960938,223.41200256347656,223.41200256347656,17145200.0,223.41200256347656,3.4930654233493645,,,,Down
2015-02-09,223.38900756835938,223.9770050048828,217.0189971923828,220.11000061035156,220.11000061035156,27791300.0,220.11000061035156,3.441438345493439,,,,Down
2015-02-10,220.28199768066406,221.8070068359375,215.33200073242188,219.83900451660156,219.83900451660156,21115100.0,219.83900451660156,3.4372012988080356,,,,Down
2015-02-11,219.73199462890625,223.406005859375,218.07400512695312,219.18499755859375,219.18499755859375,17201900.0,219.18499755859375,3.4269758450927728,,,,Down
2015-02-12,219.20799255371094,222.19900512695312,217.61399841308594,221.76400756835938,221.76400756835938,15206200.0,221.76400756835938,3.467298883193757,,,,Down
2015-02-13,221.968994140625,240.25900268554688,221.26199340820312,235.427001953125,235.427001953125,42744400.0,235.427001953125,3.680920947886907,,,,Down
2015-02-14,235.5279998779297,259.8080139160156,235.5279998779297,257.3210144042969,257.3210144042969,49732500.0,257.3210144042969,4.023235671330828,,,,Down
2015-02-15,257.5069885253906,265.6109924316406,227.6840057373047,234.8249969482422,234.8249969482422,56552400.0,234.8249969482422,3.6715085490761408,,,,Down
2015-02-16,234.8249969482422,239.52099609375,229.02200317382812,233.84300231933594,233.84300231933594,28153700.0,233.84300231933594,3.6561549805803186,,,,Down
2015-02-17,233.4219970703125,245.77499389648438,232.31399536132812,243.61000061035156,243.61000061035156,27363100.0,243.61000061035156,3.8088628191422402,,,,Down
2015-02-18,243.77999877929688,244.25100708007812,232.33999633789062,236.3260040283203,236.3260040283203,25200800.0,236.3260040283203,3.6949769208353254,,,,Down
2015-02-19,236.41000366210938,242.6719970703125,235.5919952392578,240.2830047607422,240.2830047607422,18270500.0,240.2830047607422,3.7568449596156666,,,,Down
2015-02-20,240.25100708007812,247.1009979248047,239.2989959716797,243.7790069580078,243.7790069580078,23876700.0,243.7790069580078,3.811505247581853,,,,Down
2015-02-21,243.7519989013672,255.32000732421875,243.1840057373047,244.53399658203125,244.53399658203125,12284200.0,244.53399658203125,3.823309573761305,,,,Down
2015-02-22,244.54400634765625,246.39199829101562,233.8509979248047,235.9770050048828,235.9770050048828,19527000.0,235.9770050048828,3.6895202917931775,,,,Down
2015-02-23,235.9949951171875,240.10899353027344,232.42100524902344,238.89199829101562,238.89199829101562,16400000.0,238.89199829101562,3.7350964566377365,,,,Down
2015-02-24,238.9980010986328,239.9010009765625,236.40199279785156,238.73500061035156,238.73500061035156,14200400.0,238.73500061035156,3.732641784715095,,,,Down
2015-02-25,238.88999938964844,239.33999633789062,235.52999877929688,237.47000122070312,237.47000122070312,11496200.0,237.47000122070312,3.712863413016898,,,,Down
2015-02-26,237.33700561523438,237.7100067138672,234.2570037841797,236.42599487304688,236.42599487304688,13619400.0,236.42599487304688,3.6965402860903613,,,,Down
2015-02-27,236.43600463867188,256.65301513671875,236.43600463867188,253.8280029296875,253.8280029296875,44013900.0,253.8280029296875,3.968622143564548,,,,Down
2015-02-28,253.52000427246094,254.69200134277344,249.47900390625,254.26300048828125,254.26300048828125,13949300.0,254.26300048828125,3.975423366926456,,,,Down
2015-03-01,254.2830047607422,261.6600036621094,245.93299865722656,260.2019958496094,260.2019958496094,25213700.0,260.2019958496094,4.068280058187676,,,,Down
2015-03-02,260.35699462890625,276.3009948730469,258.31298828125,275.6700134277344,275.6700134277344,40465700.0,275.6700134277344,4.310123812103972,,,,Down
2015-03-03,275.0459899902344,285.7959899902344,268.1610107421875,281.7019958496094,281.7019958496094,50461300.0,281.7019958496094,4.404434363866366,,,,Down
2015-03-04,281.989990234375,284.2250061035156,268.1260070800781,273.0920104980469,273.0920104980469,41383000.0,273.0920104980469,4.26981651978459,,,,Down
2015-03-05,272.739013671875,281.6669921875,264.7690124511719,276.1780090332031,276.1780090332031,41302400.0,276.1780090332031,4.318066366059515,,,,Down
2015-03-06,275.6000061035156,277.6080017089844,270.0150146484375,272.7229919433594,272.7229919433594,28918900.0,272.7229919433594,4.264046883690007,,,,Down
2015-03-07,272.29400634765625,277.85400390625,270.13299560546875,276.260986328125,276.260986328125,17825900.0,276.260986328125,4.319363723034472,,,,Down
2015-03-08,276.4330139160156,277.8580017089844,272.56500244140625,274.35400390625,274.35400390625,22067900.0,274.35400390625,4.289547892710432,,,,Down
2015-03-09,274.81201171875,292.70098876953125,273.89300537109375,289.60699462890625,289.60699462890625,59178200.0,289.60699462890625,4.5280296836824325,,,,Down
2015-03-10,289.86199951171875,300.04400634765625,289.7430114746094,291.760009765625,291.760009765625,67770800.0,291.760009765625,4.5616922561661255,,,,Down
2015-03-11,291.5249938964844,297.3909912109375,290.50799560546875,296.3789978027344,296.3789978027344,33963900.0,296.3789978027344,4.633910522052297,,,,Down
2015-03-12,296.12701416015625,297.0880126953125,292.4129943847656,294.35400390625,294.35400390625,32585200.0,294.35400390625,4.602249572411539,,,,Down
2015-03-13,294.1180114746094,294.49798583984375,285.3370056152344,285.3370056152344,285.3370056152344,31421500.0,285.3370056152344,4.461268046838409,,,,Down
2015-03-14,284.4419860839844,286.3420104980469,280.97601318359375,281.885009765625,281.885009765625,22612300.0,281.885009765625,4.407295801813704,,,,Down
2015-03-15,281.42498779296875,286.52899169921875,280.9960021972656,286.39300537109375,286.39300537109375,11970100.0,286.39300537109375,4.477778691709468,,,,Down
2015-03-16,285.68499755859375,294.11199951171875,285.68499755859375,290.5929870605469,290.5929870605469,21516100.0,290.5929870605469,4.543445758159763,,,,Down
2015-03-17,290.5950012207031,292.364990234375,284.3739929199219,285.5050048828125,285.5050048828125,21497200.0,285.5050048828125,4.463894729496421,,,,Down
2015-03-18,285.0669860839844,285.33599853515625,249.8699951171875,256.29901123046875,256.29901123046875,57008000.0,256.29901123046875,4.007256565875032,,,,Down
2015-03-19,255.8800048828125,264.2439880371094,248.63600158691406,260.9280090332031,260.9280090332031,52732000.0,260.9280090332031,4.079631335287421,,,,Down
2015-03-20,260.95599365234375,264.8479919433594,259.1619873046875,261.7489929199219,261.7489929199219,18456700.0,261.7489929199219,4.092467487306646,,,,Down
2015-03-21,261.6440124511719,262.1960144042969,255.64999389648438,260.0249938964844,260.0249938964844,17130100.0,260.0249938964844,4.065512617785047,,,,Down
2015-03-22,259.9169921875,269.74700927734375,259.5899963378906,267.9599914550781,267.9599914550781,18438100.0,267.9599914550781,4.18957697103487,,,,Down
2015-03-23,267.8949890136719,277.2969970703125,261.7449951171875,266.739990234375,266.739990234375,22811900.0,266.739990234375,4.170502149487306,,,,Down
2015-03-24,266.5769958496094,267.00299072265625,244.15499877929688,245.59500122070312,245.59500122070312,40073700.0,245.59500122070312,3.839898470395473,,,,Down
2015-03-25,247.4720001220703,249.19000244140625,236.51499938964844,246.19700622558594,246.19700622558594,35866900.0,246.19700622558594,3.849310869206239,,,,Down
2015-03-26,246.2760009765625,254.35400390625,244.90499877929688,248.53199768066406,248.53199768066406,25730000.0,248.53199768066406,3.885818656710773,,,,Down
2015-03-27,248.5659942626953,256.8110046386719,245.21299743652344,247.0290069580078,247.0290069580078,17274900.0,247.0290069580078,3.862319270533283,,,,Down
2015-03-28,246.97500610351562,254.2050018310547,246.97500610351562,252.79800415039062,252.79800415039062,16040900.0,252.79800415039062,3.9525180261457376,,,,Down
2015-03-29,252.74000549316406,253.13900756835938,240.85000610351562,242.71299743652344,242.71299743652344,21699400.0,242.71299743652344,3.794838099184576,,,,Down
2015-03-30,242.87899780273438,249.24200439453125,239.21400451660156,247.5260009765625,247.5260009765625,23009600.0,247.5260009765625,3.8700898137534554,,,,Down
2015-03-31,247.45399475097656,248.72999572753906,242.73899841308594,244.2239990234375,244.2239990234375,22672000.0,244.2239990234375,3.8184627358975294,,,,Down
2015-04-01,244.22300720214844,247.54100036621094,241.16000366210938,247.27200317382812,247.27200317382812,22877200.0,247.27200317382812,3.8661185367756845,,,,Down
2015-04-02,247.08900451660156,254.46099853515625,245.41600036621094,253.0050048828125,253.0050048828125,26272600.0,253.0050048828125,3.9557544999821213,,,,Down
2015-04-03,253.07400512695312,256.0429992675781,251.87899780273438,254.32200622558594,254.32200622558594,23146600.0,254.32200622558594,3.976345926584814,,,,Down
2015-04-04,254.29100036621094,255.25799560546875,251.10000610351562,253.69700622558594,253.69700622558594,12493500.0,253.69700622558594,3.9665739990941544,,,,Down
2015-04-05,253.76100158691406,260.67498779296875,251.94200134277344,260.5979919433594,260.5979919433594,19649200.0,260.5979919433594,4.07447149037121,,,,Down
2015-04-06,260.72100830078125,261.7980041503906,254.5749969482422,255.49200439453125,255.49200439453125,20034200.0,255.49200439453125,3.994638946218635,,,,Down
2015-04-07,255.2740020751953,255.80499267578125,252.2050018310547,253.17999267578125,253.17999267578125,18467400.0,253.17999267578125,3.958490448821547,,,,Down
2015-04-08,253.06399536132812,253.8470001220703,244.21499633789062,245.02200317382812,245.02200317382812,30086400.0,245.02200317382812,3.8309395978093095,,,,Down
2015-04-09,244.75100708007812,246.1179962158203,239.39999389648438,243.67599487304688,243.67599487304688,21643500.0,243.67599487304688,3.8098946449820135,,,,Down
2015-04-10,243.69400024414062,243.69400024414062,232.77099609375,236.07200622558594,236.07200622558594,28882000.0,236.07200622558594,3.691005643857554,,,,Down
2015-04-11,236.01600646972656,239.53700256347656,234.1750030517578,236.552001953125,236.552001953125,16365200.0,236.552001953125,3.6985104173700942,,,,Down
2015-04-12,236.53500366210938,237.72799682617188,233.4949951171875,236.1529998779297,236.1529998779297,12387900.0,236.1529998779297,3.692271986414205,,,,Down
2015-04-13,235.9499969482422,236.93499755859375,221.99600219726562,224.58700561523438,224.58700561523438,31181800.0,224.58700561523438,3.5114366947462945,,,,Down
2015-04-14,224.75900268554688,224.9759979248047,216.322998046875,219.15899658203125,219.15899658203125,31719000.0,219.15899658203125,3.4265693176405247,,,,Down
2015-04-15,219.072998046875,223.83299255371094,218.6490020751953,223.83299255371094,223.83299255371094,22562000.0,223.83299255371094,3.4996476372035468,,,,Down
2015-04-16,223.91700744628906,229.6719970703125,223.91700744628906,228.572998046875,228.572998046875,24805400.0,228.572998046875,3.5737580211787914,,,,Down
2015-04-17,228.5749969482422,228.906005859375,221.94200134277344,222.8820037841797,222.8820037841797,20429800.0,222.8820037841797,3.4847788479230815,,,,Down
2015-04-18,222.85299682617188,224.3159942626953,220.87600708007812,223.3560028076172,223.3560028076172,12939000.0,223.3560028076172,3.492189862463361,,,,Down
2015-04-19,223.45599365234375,226.35299682617188,222.3730010986328,222.60000610351562,222.60000610351562,15021500.0,222.60000610351562,3.480369790502308,,,,Down
2015-04-20,222.61199951171875,226.3509979248047,221.9770050048828,224.62600708007812,224.62600708007812,18364700.0,224.62600708007812,3.512046485924667,,,,Down
2015-04-21,224.6199951171875,235.2689971923828,224.30099487304688,235.2689971923828,235.2689971923828,24978000.0,235.2689971923828,3.6784505301826647,,,,Down
2015-04-22,235.6020050048828,237.90899658203125,233.4759979248047,234.17599487304688,234.17599487304688,23847900.0,234.17599487304688,3.661361347123987,,,,Down
2015-04-23,234.05299377441406,236.47500610351562,233.19900512695312,236.46200561523438,236.46200561523438,17036000.0,236.46200561523438,3.697103317068827,,,,Down
2015-04-24,235.97000122070312,236.30499267578125,229.93299865722656,231.26800537109375,231.26800537109375,21448700.0,231.26800537109375,3.6158946870332906,,,,Down
2015-04-25,231.23500061035156,232.56100463867188,226.33700561523438,226.38999938964844,226.38999938964844,13957200.0,226.38999938964844,3.539626653833791,,,,Down
2015-04-26,226.41000366210938,226.94400024414062,214.87399291992188,219.42999267578125,219.42999267578125,28943700.0,219.42999267578125,3.430806364325928,,,,Down
2015-04-27,219.4290008544922,233.30499267578125,218.0229949951172,229.28599548339844,229.28599548339844,38574000.0,229.28599548339844,3.5849057959799637,,,,Down
2015-04-28,228.968994140625,229.4949951171875,223.06900024414062,225.85499572753906,225.85499572753906,21469200.0,225.85499572753906,3.5312618266443985,,,,Down
2015-04-29,225.59100341796875,227.0399932861328,223.42999267578125,225.80799865722656,225.80799865722656,18936500.0,225.80799865722656,3.530527023503011,,,,Down
2015-04-30,225.6929931640625,239.56300354003906,224.9929962158203,236.14500427246094,236.14500427246094,33818600.0,236.14500427246094,3.6921469744511892,,,,Down
2015-05-01,235.93899536132812,238.96600341796875,232.07899475097656,232.07899475097656,232.07899475097656,18815300.0,232.07899475097656,3.6285745740987463,,,,Down
2015-05-02,232.34100341796875,235.7270050048828,232.34100341796875,234.92999267578125,234.92999267578125,12535500.0,234.92999267578125,3.673150166094286,,,,Down
2015-05-03,234.8800048828125,243.24000549316406,234.08299255371094,240.35800170898438,240.35800170898438,18494100.0,240.35800170898438,3.7580175432000558,,,,Down
2015-05-04,240.3560028076172,242.63800048828125,237.80999755859375,239.01800537109375,239.01800537109375,21223400.0,239.01800537109375,3.7370665879174694,,,,Down
2015-05-05,238.8520050048828,239.20399475097656,232.0540008544922,236.12100219726562,236.12100219726562,23929100.0,236.12100219726562,3.691771699989695,,,,Down
2015-05-06,236.24899291992188,236.45399475097656,229.2310028076172,229.78199768066406,229.78199768066406,29587200.0,229.78199768066406,3.592660831990984,246.71353222074964,,,Down
2015-05-07,229.66200256347656,239.10499572753906,228.572998046875,237.33399963378906,237.33399963378906,29064400.0,237.33399963378906,3.710737016783396,246.10309576609777,,,Down
2015-05-08,237.20399475097656,246.27499389648438,236.2740020751953,243.86300659179688,243.86300659179688,27445500.0,243.86300659179688,3.812818588910859,245.53826238238622,,,Down
2015-05-09,243.7689971923828,247.8040008544922,239.63900756835938,241.83200073242188,241.83200073242188,19790500.0,241.83200073242188,3.781063641725391,245.2267544458783,,,Down
2015-05-10,241.72900390625,244.0679931640625,238.8489990234375,240.29600524902344,240.29600524902344,15019100.0,240.29600524902344,3.7570482233417906,245.03707982623388,,,Down
2015-05-11,240.2989959716797,244.27000427246094,239.37600708007812,242.1580047607422,242.1580047607422,20892300.0,242.1580047607422,3.7861607420876453,244.78060368129186,,,Down
2015-05-12,242.14500427246094,242.88099670410156,240.0989990234375,241.11199951171875,241.11199951171875,19282600.0,241.11199951171875,3.7698063621703555,244.4228497459775,,,Down
2015-05-13,241.3979949951172,243.70399475097656,235.0449981689453,236.3769989013672,236.3769989013672,27180100.0,236.3769989013672,3.6957742299582206,243.96284969269283,,,Down
2015-05-14,236.21400451660156,237.7989959716797,234.0570068359375,236.9290008544922,236.9290008544922,24413700.0,236.9290008544922,3.704404826855244,243.59443700881232,,,Down
2015-05-15,236.9550018310547,238.7530059814453,236.7949981689453,237.60499572753906,237.60499572753906,16329400.0,237.60499572753906,3.714974063468799,243.1753656296503,,,Down
2015-05-16,237.6439971923828,237.69700622558594,235.2949981689453,236.1529998779297,236.1529998779297,11089700.0,236.1529998779297,3.692271986414205,242.8686752319336,,,Down
2015-05-17,236.00999450683594,238.02499389648438,236.00999450683594,236.802001953125,236.802001953125,11134300.0,236.802001953125,3.7024191883663584,242.6396434723385,,,Down
2015-05-18,236.88699340820312,237.2100067138672,232.4600067138672,233.1280059814453,233.1280059814453,16780300.0,233.1280059814453,3.644975952788391,242.36450074210998,,,Down
2015-05-19,233.03700256347656,234.1510009765625,231.81700134277344,231.94700622558594,231.94700622558594,14241900.0,231.94700622558594,3.6265109224192003,242.41280243888733,,,Down
2015-05-20,231.88999938964844,234.68299865722656,231.8419952392578,234.01800537109375,234.01800537109375,15499400.0,234.01800537109375,3.6588911679921927,242.856572347974,,,Down
2015-05-21,234.01600646972656,236.24200439453125,233.8350067138672,235.343994140625,235.343994140625,15108900.0,235.343994140625,3.679623113767054,243.05895330035497,,,Down
2015-05-22,235.3209991455078,240.968994140625,235.05999755859375,240.34800720214844,240.34800720214844,27003000.0,240.34800720214844,3.757861278246287,243.3149136740064,,,Down
2015-05-23,240.28599548339844,241.02499389648438,238.6909942626953,238.8719940185547,238.8719940185547,14605000.0,238.8719940185547,3.73478368815775,243.62929462251208,,,Down
2015-05-24,238.9759979248047,241.97799682617188,238.81100463867188,240.9530029296875,240.9530029296875,11508000.0,240.9530029296875,3.76732043725696,243.8722628638858,,,Down
2015-05-25,240.927001953125,241.02099609375,236.63699340820312,237.11000061035156,237.11000061035156,14423900.0,237.11000061035156,3.70723477323938,244.04884229387557,,,Down
2015-05-26,237.10400390625,238.24200439453125,235.69200134277344,237.11599731445312,237.11599731445312,16425000.0,237.11599731445312,3.7073285322116414,244.2536120944553,,,Down
2015-05-27,237.06500244140625,238.63600158691406,236.69500732421875,237.2830047607422,237.2830047607422,18837000.0,237.2830047607422,3.7099397076605007,244.3360406784784,,,Down
2015-05-28,237.2570037841797,237.82400512695312,236.65199279785156,237.4080047607422,237.4080047607422,13829600.0,237.4080047607422,3.7118940931586324,244.36780257452102,,,Down
2015-05-29,237.3769989013672,237.52200317382812,235.7310028076172,237.0959930419922,237.0959930419922,14805000.0,237.0959930419922,3.707015763731655,244.4012707907056,,,Down
2015-05-30,237.0919952392578,237.09300231933594,232.04600524902344,233.34500122070312,233.34500122070312,14098600.0,233.34500122070312,3.6483686915785447,244.28617556132969,,,Down
2015-05-31,233.13499450683594,233.2519989013672,229.54200744628906,230.19000244140625,230.19000244140625,14730800.0,230.19000244140625,3.5990400206914903,244.09944540356832,,,Down
2015-06-01,230.23300170898438,231.71299743652344,221.29600524902344,222.92599487304688,222.92599487304688,26090500.0,222.92599487304688,3.485466652292114,243.69827876015316,,,Down
2015-06-02,222.8939971923828,226.41600036621094,222.41900634765625,225.80299377441406,225.80299377441406,20459000.0,225.80299377441406,3.5304487717399025,243.399294535319,,,Down
2015-06-03,225.73599243164062,227.4040069580078,223.92999267578125,225.87399291992188,225.87399291992188,17752400.0,225.87399291992188,3.531558849342784,243.3354770720951,,,Down
2015-06-04,225.77200317382812,226.58099365234375,224.0540008544922,224.32400512695312,224.32400512695312,14728100.0,224.32400512695312,3.5073246600239067,243.2625485374814,,,Down
2015-06-05,224.1540069580078,225.96800231933594,223.1790008544922,224.95199584960938,224.95199584960938,18056500.0,224.95199584960938,3.5171433477144727,243.250858004131,,,Down
2015-06-06,225.0050048828125,225.718994140625,224.37899780273438,225.61900329589844,225.61900329589844,11131500.0,225.61900329589844,3.527572065155859,243.31558021666513,,,Down
2015-06-07,225.5959930419922,226.19400024414062,222.65199279785156,222.88099670410156,222.88099670410156,13318400.0,222.88099670410156,3.48476310214148,243.28311193557013,,,Down
2015-06-08,222.87899780273438,229.46400451660156,222.83900451660156,228.48899841308594,228.48899841308594,23378400.0,228.48899841308594,3.5724446798497853,243.20581030467199,,,Down
2015-06-09,228.53799438476562,230.95399475097656,227.9290008544922,229.04800415039062,229.04800415039062,28353100.0,229.04800415039062,3.581184781500672,243.21993727911087,,,Down
2015-06-10,228.9949951171875,229.78199768066406,228.00999450683594,228.80299377441406,228.80299377441406,15904800.0,228.80299377441406,3.5773540236950683,243.23541344536676,,,Down
2015-06-11,228.85499572753906,230.28700256347656,228.76699829101562,229.7050018310547,229.7050018310547,14416000.0,229.7050018310547,3.5914569954158404,243.33536590091765,,,Down
2015-06-12,229.7050018310547,231.0570068359375,229.31300354003906,229.98199462890625,229.98199462890625,14017700.0,229.98199462890625,3.595787801073506,243.396603902181,,,Down
2015-06-13,229.9199981689453,232.65199279785156,229.2100067138672,232.40199279785156,232.40199279785156,13305300.0,232.40199279785156,3.6336246756886452,243.43349275134858,,,Down
2015-06-14,232.44200134277344,234.85800170898438,232.00399780273438,233.54299926757812,233.54299926757812,12165900.0,233.54299926757812,3.651464407670312,243.51389748709542,,,Down
2015-06-15,233.4219970703125,237.83599853515625,233.4219970703125,236.822998046875,236.822998046875,19912100.0,236.822998046875,3.7027474640554976,243.64654032389322,,,Down
2015-06-16,236.76499938964844,251.74200439453125,236.1219940185547,250.89500427246094,250.89500427246094,41612000.0,250.89500427246094,3.9227644632307563,243.89301651243179,,,Down
2015-06-17,250.822998046875,256.8529968261719,246.4759979248047,249.28399658203125,249.28399658203125,43858400.0,249.28399658203125,3.897576222690318,244.13189745706225,,,Down
2015-06-18,249.42799377441406,252.10800170898438,244.1269989013672,249.0070037841797,249.0070037841797,30980200.0,249.0070037841797,3.8932454170326536,244.34811171274336,,,Down
2015-06-19,249.04299926757812,250.9770050048828,243.78700256347656,244.6060028076172,244.6060028076172,23965300.0,244.6060028076172,3.8244353971457876,244.42096092587425,,,Down
2015-06-20,244.52999877929688,245.8280029296875,240.6269989013672,245.21200561523438,245.21200561523438,20608100.0,245.21200561523438,3.8339103019380616,244.32485768151662,,,Down
2015-06-21,245.10000610351562,245.2239990234375,241.8820037841797,243.94400024414062,243.94400024414062,10600900.0,243.94400024414062,3.8140849314675096,244.39723072354755,,,Down
2015-06-22,243.968994140625,247.91700744628906,243.7790069580078,246.99000549316406,246.99000549316406,17692500.0,246.99000549316406,3.8617094793549107,244.50157201857795,,,Down
2015-06-23,246.927001953125,247.3040008544922,243.13299560546875,244.29600524902344,244.29600524902344,15108700.0,244.29600524902344,3.8195885592820127,244.50701649983725,,,Down
2015-06-24,244.28199768066406,244.34100341796875,240.51499938964844,240.51499938964844,240.51499938964844,17344900.0,240.51499938964844,3.760472215122698,244.54026249476843,,,Down
2015-06-25,240.36500549316406,243.33200073242188,240.36500549316406,242.7989959716797,242.7989959716797,16133100.0,242.7989959716797,3.796182693504336,244.5602306789822,,,Down
2015-06-26,242.60400390625,243.74899291992188,241.55299377441406,243.593994140625,243.593994140625,13983500.0,243.593994140625,3.808612556643761,244.5587623232887,,,Down
2015-06-27,243.5489959716797,251.33900451660156,243.11700439453125,250.99000549316406,250.99000549316406,20488600.0,250.99000549316406,3.9242498152951324,244.61000048925007,,,Down
2015-06-28,250.9550018310547,251.1719970703125,247.4340057373047,249.01100158691406,249.01100158691406,15137600.0,249.01100158691406,3.893307923014161,244.71344490656776,,,Down
2015-06-29,248.7209930419922,257.1730041503906,248.58099365234375,257.0639953613281,257.0639953613281,34742900.0,257.0639953613281,4.019217157008253,244.8576671055385,,,Down
