,Open,High,Low,Close,Adj Close,Volume,Call Price,Put Price,SMA 126,SMA 252,SMA 756,%K,%D
2015-01-01,,,,,,,,,,,,,
2015-01-02,5.03249979019165,5.070000171661377,4.952499866485596,5.03249979019165,4.834129333496094,11368000.0,4.834129333496094,0.07647728292222868,,,,,
2015-01-03,5.03249979019165,5.070000171661377,4.952499866485596,5.03249979019165,4.834129333496094,11368000.0,4.834129333496094,0.07647728292222868,,,,,
2015-01-04,5.03249979019165,5.070000171661377,4.952499866485596,5.03249979019165,4.834129333496094,11368000.0,4.834129333496094,0.07647728292222868,,,,,
2015-01-05,5.03249979019165,5.047500133514404,4.925000190734863,4.947500228881836,4.752479076385498,19795200.0,4.752479076385498,0.0751855529367581,,,,,
2015-01-06,4.954999923706055,4.960000038146973,4.792500019073486,4.797500133514404,4.608391761779785,19776400.0,4.608391761779785,0.07290605117658573,,,,,
2015-01-07,4.832499980926514,4.875,4.769999980926514,4.784999847412109,4.5963850021362305,32180800.0,4.5963850021362305,0.07271610086891052,,,,,
2015-01-08,4.840000152587891,4.994999885559082,4.837500095367432,4.965000152587891,4.769289016723633,28378000.0,4.769289016723633,0.07545149091120108,,,,,
2015-01-09,4.982500076293945,5.022500038146973,4.914999961853027,4.985000133514404,4.7885003089904785,20954000.0,4.7885003089904785,0.0757554189471791,,,,,
2015-01-10,4.982500076293945,5.022500038146973,4.914999961853027,4.985000133514404,4.7885003089904785,20954000.0,4.7885003089904785,0.0757554189471791,,,,,
2015-01-11,4.982500076293945,5.022500038146973,4.914999961853027,4.985000133514404,4.7885003089904785,20954000.0,4.7885003089904785,0.0757554189471791,,,,,
2015-01-12,4.997499942779541,5.0,4.877500057220459,4.922500133514404,4.7284650802612305,19073200.0,4.7284650802612305,0.07480564477771001,,,,,
2015-01-13,4.960000038146973,5.059999942779541,4.880000114440918,4.914999961853027,4.721260070800781,23672000.0,4.721260070800781,0.07469165950570952,,,,,
2015-01-14,4.862500190734863,4.949999809265137,4.849999904632568,4.934999942779541,4.740471839904785,15526000.0,4.740471839904785,0.07499559508538522,,,,,
2015-01-15,4.96999979019165,5.0,4.897500038146973,4.900000095367432,4.706850528717041,18893200.0,4.706850528717041,0.07446369650540621,,,,43.333343929707894,
2015-01-16,4.892499923706055,4.994999885559082,4.877500057220459,4.989999771118164,4.793302536010742,18151200.0,4.793302536010742,0.0758313915265515,,,,73.33321677321322,
2015-01-17,4.892499923706055,4.994999885559082,4.877500057220459,4.989999771118164,4.793302536010742,18151200.0,4.793302536010742,0.0758313915265515,,,,73.33321677321322,63.33325915871145
2015-01-18,4.892499923706055,4.994999885559082,4.877500057220459,4.989999771118164,4.793302536010742,18151200.0,4.793302536010742,0.0758313915265515,,,,75.86200659679632,74.1761467144076
2015-01-19,4.892499923706055,4.994999885559082,4.877500057220459,4.989999771118164,4.793302536010742,18151200.0,4.793302536010742,0.0758313915265515,,,,75.86200659679632,75.01907665560195
2015-01-20,5.025000095367432,5.052499771118164,4.942500114440918,5.005000114440918,4.807711601257324,14030800.0,4.807711601257324,0.07605934698315711,,,,81.0345394574579,77.58618421701685
2015-01-21,4.977499961853027,5.087500095367432,4.942500114440918,5.074999809265137,4.874953746795654,14478000.0,4.874953746795654,0.07712313659941743,,,,94.99988555908203,83.9654772044454
2015-01-22,5.085000038146973,5.177499771118164,5.03249979019165,5.162499904632568,4.959004878997803,15971200.0,4.959004878997803,0.07845284910272535,,,,95.41988622879167,90.48477041511053
2015-01-23,5.167500019073486,5.1875,5.125,5.177499771118164,4.9734110832214355,12041600.0,4.9734110832214355,0.07868075929714487,,,,97.03697005746062,95.81891394844477
2015-01-24,5.167500019073486,5.1875,5.125,5.177499771118164,4.9734110832214355,12041600.0,4.9734110832214355,0.07868075929714487,,,,97.03697005746062,96.49794211457096
2015-01-25,5.167500019073486,5.1875,5.125,5.177499771118164,4.9734110832214355,12041600.0,4.9734110832214355,0.07868075929714487,,,,97.03697005746062,97.03697005746062
2015-01-26,5.15500020980835,5.179999828338623,5.122499942779541,5.15500020980835,4.9517998695373535,13324000.0,4.9517998695373535,0.07833886383072486,,,,90.37043525683501,94.81479179058543
2015-01-27,5.074999809265137,5.079999923706055,4.897500038146973,4.90749979019165,4.714056015014648,35794800.0,4.714056015014648,0.0745776893211044,,,,17.036998314469425,68.14813454292168
2015-01-28,4.96750020980835,4.987500190734863,4.824999809265137,4.827499866485596,4.637207984924316,27272800.0,4.637207984924316,0.07336193191500623,,,,0.6896705944873708,36.03236805526394
2015-01-29,4.829999923706055,4.972499847412109,4.807499885559082,4.945000171661377,4.750077247619629,23534000.0,4.750077247619629,0.07514755533152538,,,,36.18427491912593,17.97031460936091
2015-01-30,4.909999847412109,4.96750020980835,4.792500019073486,4.800000190734863,4.610792636871338,29820000.0,4.610792636871338,0.07294403369442308,,,,1.898777727478497,12.924241080363934
2015-01-31,4.909999847412109,4.96750020980835,4.792500019073486,4.800000190734863,4.610792636871338,29820000.0,4.610792636871338,0.07294403369442308,,,,1.898777727478497,13.327276791360974
